0,0,0,0,0,0,1,2,734405,0,0,0,738055,0,0,0,0,0,0,0
2,2,1,0,0,2,0,2,734551,2,0,1,738196,2,1,2,2,2,0,0
3,2,1,0,0,2,0,2,734551,2,0,1,738196,2,1,2,2,2,0,0
5,3,2,0,0,2,1,3,733698,2,0,1,737348,4,3,4,4,4,1,0
13,1,0,0,0,0,1,2,734522,0,2,0,738172,0,0,5,6,6,2,1
18,4,3,0,0,4,0,2,732264,5,0,1,743215,0,0,0,8,7,3,0
19,1,4,0,0,4,1,2,734282,6,0,1,736828,5,4,6,9,8,4,0
20,5,5,0,0,2,0,2,734451,2,2,1,736276,6,5,7,10,9,5,2
21,5,6,0,0,2,0,2,734475,2,2,1,735935,7,4,8,11,10,4,0
22,6,6,0,0,2,0,2,734646,2,2,1,736287,7,4,8,12,11,4,1
23,5,6,0,0,2,0,2,734488,4,2,1,736313,8,2,9,13,12,6,0
26,7,8,0,0,4,0,2,732237,5,2,1,735887,9,6,10,15,14,7,0
28,8,8,0,0,4,0,2,732360,5,2,1,736010,0,0,11,16,15,7,0
61,6,6,0,0,2,0,3,734143,2,0,1,735968,14,5,20,42,39,4,2
62,6,6,0,0,2,0,3,734143,2,0,1,737793,14,5,20,42,39,4,2
63,6,6,0,0,2,0,3,734143,2,0,1,745093,14,5,20,42,39,4,2
64,6,6,0,0,2,0,3,733818,4,0,1,737466,14,5,20,43,39,4,2
67,2,9,0,0,0,0,3,727227,0,0,1,738165,0,0,13,45,21,5,3
68,2,9,0,0,0,0,3,727373,0,0,1,727368,0,0,13,45,21,4,3
69,10,11,0,0,2,1,3,734548,2,0,1,737055,15,1,22,46,41,4,0
70,6,6,0,0,2,0,3,734048,4,0,1,735873,0,0,13,47,42,5,3
71,6,6,0,0,2,0,3,734683,4,0,1,736508,0,0,13,47,42,5,3
72,6,6,0,0,2,0,3,735265,4,0,1,737090,0,0,13,47,42,5,3
73,6,6,0,0,2,0,3,735265,4,0,1,736360,0,0,13,47,42,5,3
74,11,12,0,0,6,1,3,733734,6,0,1,736296,16,5,23,48,43,4,0
75,10,9,0,0,2,0,3,734499,4,0,1,736036,17,1,24,49,44,4,9
76,10,9,0,0,2,0,3,734499,4,0,1,737861,17,1,24,49,44,4,9
77,10,9,0,0,2,0,3,734499,4,0,1,745161,17,1,24,49,44,4,9
78,10,9,0,0,2,0,3,734517,4,0,1,738196,17,1,24,49,44,4,9
79,10,9,0,0,2,0,3,734870,4,0,1,737588,17,1,24,49,44,4,9
80,10,9,0,0,2,0,3,734823,4,0,1,736675,17,1,24,49,44,4,9
81,10,9,0,0,2,0,3,735097,4,0,1,737009,17,1,24,49,44,4,9
82,12,13,0,0,2,1,3,734723,2,0,1,737209,18,5,25,50,45,4,0
83,13,14,0,0,2,1,3,733913,4,0,1,736675,19,5,26,51,46,4,0
84,14,11,0,0,6,0,3,729896,6,1,1,736904,20,7,27,52,47,4,0
85,14,11,0,0,6,0,3,729896,6,1,1,740554,20,7,27,52,47,4,0
86,6,10,0,0,2,0,3,733271,4,0,1,744221,1,0,1,53,48,4,3
87,6,10,0,0,2,0,3,733506,4,0,1,744462,1,0,1,53,48,4,3
88,6,10,0,0,2,0,3,734056,4,0,1,735886,1,0,1,53,48,4,3
89,6,10,0,0,2,0,3,734056,4,0,1,737711,1,0,1,53,48,4,3
90,6,10,0,0,2,0,3,734541,4,0,1,738196,1,0,1,53,48,4,3
91,6,10,0,0,2,0,3,735181,4,0,1,737010,1,0,1,53,48,4,3
92,6,10,0,0,2,0,3,735181,4,0,1,738836,1,0,1,53,48,4,3
93,0,7,0,0,2,1,3,734137,4,0,1,737635,21,5,28,54,49,4,0
94,1,4,0,0,2,0,3,730991,4,0,1,741726,20,7,29,55,50,4,5
96,9,4,0,0,2,0,3,733142,2,0,1,736797,22,7,30,56,51,4,5
97,9,4,0,0,2,1,3,733730,2,0,1,744674,22,7,30,56,51,4,5
98,9,4,0,0,2,1,3,733913,2,0,1,737558,22,7,30,56,51,4,5
99,9,4,0,0,2,1,3,734516,2,0,1,745482,22,7,30,56,51,4,5
101,10,2,0,0,2,0,3,732573,4,0,1,736128,20,7,29,58,53,4,10
102,10,2,0,0,2,0,3,733060,4,0,1,737087,20,7,29,58,53,4,10
103,10,2,0,0,2,1,3,734228,4,0,1,737482,20,7,29,58,53,4,10
104,10,2,0,0,2,1,3,734500,4,0,1,738165,20,7,29,58,53,4,10
105,10,2,0,0,2,1,3,734811,4,0,1,738469,20,7,29,58,53,4,10
106,10,2,0,0,2,1,3,734885,4,1,2,736722,20,7,29,58,53,4,10
107,10,2,0,0,2,1,3,735206,4,0,1,738865,20,7,29,58,53,4,10
108,6,10,0,0,2,0,3,734815,4,0,1,736640,1,0,1,26,23,9,11
109,6,10,0,0,2,0,3,734815,4,0,1,745765,1,0,1,26,23,9,11
110,6,10,0,0,2,1,3,735180,4,0,1,738830,1,0,1,26,23,9,11
111,6,10,0,0,2,0,3,734815,4,0,1,745765,1,0,1,26,23,9,11
112,6,10,0,0,2,1,3,735180,4,0,1,738830,1,0,1,26,23,9,11
113,5,6,0,0,4,0,3,735094,6,0,1,736189,10,0,14,59,54,4,3
114,1,15,0,0,1,0,3,734572,2,0,1,740767,1,0,1,60,54,4,3
115,5,6,0,0,4,0,3,730444,6,0,1,741389,1,0,12,61,55,4,0
116,11,12,0,0,2,1,3,733416,2,0,1,737070,24,2,32,62,56,4,9
117,11,12,0,0,2,1,3,734096,2,0,1,737756,24,2,32,62,56,4,9
118,10,16,0,0,6,1,3,734620,6,0,1,736540,24,2,32,62,56,4,9
119,11,12,0,0,2,1,3,735004,2,0,1,737574,24,2,32,62,56,4,9
120,9,4,0,0,2,0,3,729086,2,0,1,736386,13,0,19,63,57,4,14
121,9,4,0,0,2,0,3,733244,2,0,1,736905,13,0,19,63,57,4,14
122,9,4,0,0,2,0,3,733506,2,0,1,736067,13,0,19,63,57,4,14
123,14,14,0,0,2,1,3,735339,2,0,1,738274,25,1,33,64,58,4,0
124,3,11,0,0,2,1,3,734205,2,0,1,737496,26,8,34,65,59,4,0
125,3,11,0,0,2,1,3,734366,2,0,1,738014,26,8,34,65,59,4,0
126,13,14,0,0,7,1,3,733860,2,0,1,737270,27,4,35,66,60,4,0
127,13,14,0,0,7,1,3,734874,2,0,1,737711,27,4,35,66,60,4,0
128,13,14,0,0,7,1,3,735266,2,0,5,738926,27,4,35,66,60,4,0
129,13,14,0,0,7,1,3,735318,2,0,1,738926,27,4,35,66,60,4,0
130,15,12,0,0,6,1,3,734338,6,0,1,736189,26,8,36,67,61,4,0
131,16,10,0,0,2,0,3,727498,4,0,1,738441,28,3,37,68,62,4,4
132,16,10,0,0,2,0,3,726658,4,0,1,737605,28,3,37,68,62,4,4
133,17,17,0,0,2,0,3,734803,2,0,1,735957,0,0,0,69,63,8,0
134,17,17,0,0,2,0,3,735011,2,0,1,736836,0,0,0,69,63,8,0
135,17,17,0,0,2,0,3,735200,2,0,1,736293,0,0,0,69,63,8,0
136,17,17,0,0,2,0,3,735328,2,0,1,737153,0,0,0,69,63,8,0
137,17,17,0,0,2,0,3,734803,2,0,1,735957,0,0,0,69,63,8,0
138,17,17,0,0,2,0,3,735011,2,0,1,736836,0,0,0,69,63,8,0
139,17,17,0,0,2,0,3,735200,2,0,1,736293,0,0,0,69,63,8,0
141,1,15,0,0,2,0,3,730109,2,0,1,741055,26,8,38,70,64,4,6
142,1,15,0,0,2,0,3,730463,2,0,1,741436,26,8,38,70,64,4,6
143,14,16,0,0,2,1,3,735278,4,0,1,738196,21,5,39,71,65,1,0
144,9,18,0,0,2,0,3,729355,4,0,1,740294,29,8,40,72,66,4,6
145,9,4,0,0,2,0,3,730577,2,0,1,741269,29,8,40,72,66,4,6
146,4,18,0,0,4,0,3,728071,3,0,4,731734,30,2,41,73,67,13,0
147,9,4,0,0,8,0,3,735010,9,0,1,736835,12,5,16,74,68,14,0
148,9,4,0,0,8,1,3,735010,9,0,1,738660,12,5,16,74,68,14,0
149,9,4,0,0,2,0,3,731963,4,0,1,742910,29,8,40,75,66,4,6
150,9,4,0,0,2,0,3,732433,4,0,1,743384,29,8,40,75,66,4,6
152,9,4,0,0,2,0,3,732530,4,0,1,743520,29,8,40,75,66,4,6
153,9,4,0,0,2,0,3,732587,4,0,1,736237,29,8,40,75,66,4,6
154,9,4,0,0,2,0,3,732688,4,0,1,736340,29,8,40,75,66,4,6
155,9,4,0,0,2,0,3,732688,4,0,1,743640,29,8,40,75,66,4,6
156,9,4,0,0,2,0,3,732954,4,0,1,736616,29,8,40,75,66,4,6
157,9,4,0,0,2,0,3,732954,4,0,1,743916,29,8,40,75,66,4,6
158,9,4,0,0,2,0,3,733769,4,0,1,737435,29,8,40,75,66,4,6
159,9,4,0,0,2,0,3,733880,4,0,1,737527,29,8,40,75,66,4,6
